0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01
8.000000000000000000e+01 8.000000000000000000e+01 8.000000000000000000e+01 8.000000000000000000e+01 8.000000000000000000e+01 8.000000000000000000e+01 8.000000000000000000e+01 8.000000000000000000e+01 8.000000000000000000e+01 8.000000000000000000e+01 8.000000000000000000e+01 8.000000000000000000e+01
1.200000000000000000e+02 1.200000000000000000e+02 1.200000000000000000e+02 1.200000000000000000e+02 1.200000000000000000e+02 1.200000000000000000e+02 1.200000000000000000e+02 1.200000000000000000e+02 1.200000000000000000e+02 1.200000000000000000e+02 1.200000000000000000e+02 1.200000000000000000e+02
1.600000000000000000e+02 1.600000000000000000e+02 1.600000000000000000e+02 1.600000000000000000e+02 1.600000000000000000e+02 1.600000000000000000e+02 1.600000000000000000e+02 1.600000000000000000e+02 1.600000000000000000e+02 1.600000000000000000e+02 1.600000000000000000e+02 1.600000000000000000e+02
2.000000000000000000e+02 2.000000000000000000e+02 2.000000000000000000e+02 2.000000000000000000e+02 2.000000000000000000e+02 2.000000000000000000e+02 2.000000000000000000e+02 2.000000000000000000e+02 2.000000000000000000e+02 2.000000000000000000e+02 2.000000000000000000e+02 2.000000000000000000e+02
2.400000000000000000e+02 2.400000000000000000e+02 2.400000000000000000e+02 2.400000000000000000e+02 2.400000000000000000e+02 2.400000000000000000e+02 2.400000000000000000e+02 2.400000000000000000e+02 2.400000000000000000e+02 2.400000000000000000e+02 2.400000000000000000e+02 2.400000000000000000e+02
2.800000000000000000e+02 2.800000000000000000e+02 2.800000000000000000e+02 2.800000000000000000e+02 2.800000000000000000e+02 2.800000000000000000e+02 2.800000000000000000e+02 2.800000000000000000e+02 2.800000000000000000e+02 2.800000000000000000e+02 2.800000000000000000e+02 2.800000000000000000e+02
3.200000000000000000e+02 3.200000000000000000e+02 3.200000000000000000e+02 3.200000000000000000e+02 3.200000000000000000e+02 3.200000000000000000e+02 3.200000000000000000e+02 3.200000000000000000e+02 3.200000000000000000e+02 3.200000000000000000e+02 3.200000000000000000e+02 3.200000000000000000e+02
3.600000000000000000e+02 3.600000000000000000e+02 3.600000000000000000e+02 3.600000000000000000e+02 3.600000000000000000e+02 3.600000000000000000e+02 3.600000000000000000e+02 3.600000000000000000e+02 3.600000000000000000e+02 3.600000000000000000e+02 3.600000000000000000e+02 3.600000000000000000e+02
4.000000000000000000e+02 4.000000000000000000e+02 4.000000000000000000e+02 4.000000000000000000e+02 4.000000000000000000e+02 4.000000000000000000e+02 4.000000000000000000e+02 4.000000000000000000e+02 4.000000000000000000e+02 4.000000000000000000e+02 4.000000000000000000e+02 4.000000000000000000e+02
4.400000000000000000e+02 4.400000000000000000e+02 4.400000000000000000e+02 4.400000000000000000e+02 4.400000000000000000e+02 4.400000000000000000e+02 4.400000000000000000e+02 4.400000000000000000e+02 4.400000000000000000e+02 4.400000000000000000e+02 4.400000000000000000e+02 4.400000000000000000e+02
4.800000000000000000e+02 4.800000000000000000e+02 4.800000000000000000e+02 4.800000000000000000e+02 4.800000000000000000e+02 4.800000000000000000e+02 4.800000000000000000e+02 4.800000000000000000e+02 4.800000000000000000e+02 4.800000000000000000e+02 4.800000000000000000e+02 4.800000000000000000e+02
5.200000000000000000e+02 5.200000000000000000e+02 5.200000000000000000e+02 5.200000000000000000e+02 5.200000000000000000e+02 5.200000000000000000e+02 5.200000000000000000e+02 5.200000000000000000e+02 5.200000000000000000e+02 5.200000000000000000e+02 5.200000000000000000e+02 5.200000000000000000e+02
5.600000000000000000e+02 5.600000000000000000e+02 5.600000000000000000e+02 5.600000000000000000e+02 5.600000000000000000e+02 5.600000000000000000e+02 5.600000000000000000e+02 5.600000000000000000e+02 5.600000000000000000e+02 5.600000000000000000e+02 5.600000000000000000e+02 5.600000000000000000e+02
6.000000000000000000e+02 6.000000000000000000e+02 6.000000000000000000e+02 6.000000000000000000e+02 6.000000000000000000e+02 6.000000000000000000e+02 6.000000000000000000e+02 6.000000000000000000e+02 6.000000000000000000e+02 6.000000000000000000e+02 6.000000000000000000e+02 6.000000000000000000e+02
